Citizen ID,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30
C42976,TOKUGAWA,$200 ,$30 ,$28 ,$69 ,$201 ,5,36,1,78,2,Others,3,3,25-35,0,0,3,32,0.3,3,MBA,,,,1,1,,,
C42977,COSMOS,$36 ,$45 ,$25 ,$51 ,$255 ,2,104,0,100,1,Others,3,2,25-35,0,0,2,18,0.5,1,primary,,,,,2,2,,
C42978,TOKUGAWA,$10 ,$18 ,$57 ,$57 ,$243 ,0,9,2,44,2,Others,3,3,25-35,1,1,2,24,0.7,5,primary,1,,,3,25,21,,
C42979,CENTAUR,$430 ,$15 ,$25 ,$40 ,$100 ,4,1,0,0,0,Others,3,2,18-24,0,1,4,30,0.7,3,primary,7,,,,7,,,
C42980,ODYSSEY,"$1,974 ",$88 ,$625 ,$110 ,$786 ,38,85,24,365,3,Others,3,3,55+,1,0,1,46,0.6,3,primary,2,,,2,18,14,,
C42981,COSMOS,$10 ,$15 ,$25 ,$40 ,"$1,276 ",0,0,0,11,0,Others,3,2,25-35,0,0,1,30,0.4,4,primary,,,,14,24,10,,
C42982,CENTAUR,$204 ,$26 ,$221 ,$106 ,$684 ,2,10,6,199,4,Others,3,4,45-55,1,1,4,10,0.7,4,MBA,,,,,1,1,,
C42983,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$165 ,0,0,0,16,0,Others,3,2,45-55,1,1,2,23,0.8,3,primary,2,,,1,3,,,
C42984,ODYSSEY,"$1,775 ",$47 ,$35 ,$869 ,"$1,282 ",6,6,1,210,4,Others,3,2,25-35,1,0,1,9,0.3,2,MBA,,,,7,12,5,,
C42985,EBONY,$10 ,$17 ,$25 ,$40 ,$255 ,0,4,0,74,0,Others,3,3,55+,0,1,2,29,0.4,4,primary,2,,,7,13,4,,
C42986,CENTAUR,$10 ,$23 ,$25 ,$84 ,$338 ,0,19,0,143,5,Others,3,4,18-24,0,1,3,2,0.9,3,MBA,,,,,,,,
C42987,COSMOS,$157 ,$57 ,$371 ,$379 ,$314 ,2,98,8,164,20,Others,3,2,25-35,0,1,3,33,0.4,2,primary,13,,4,,19,2,,
C42988,CENTAUR,$10 ,$21 ,$25 ,$54 ,$121 ,0,10,0,7,2,Others,3,3,35-45,0,0,1,50,1,4,primary,,,,,1,1,,
C42989,ODYSSEY,$837 ,$79 ,$196 ,$71 ,$667 ,19,179,5,204,1,Others,3,2,45-55,0,1,1,47,0.6,1,primary,,,,,,,,
C42990,CENTAUR,$120 ,$17 ,$31 ,$130 ,$182 ,9,7,1,77,7,Others,3,4,45-55,1,0,2,18,1,5,primary,,,,,,,,
C42991,CENTAUR,$10 ,$120 ,$108 ,$149 ,$520 ,0,68,3,66,6,Others,3,2,45-55,1,1,1,2,0.2,3,primary,2,,,,2,,,
C42992,COSMOS,$10 ,$16 ,$25 ,$40 ,$135 ,0,2,0,14,0,Others,3,4,45-55,0,0,5,27,0.4,2,primary,,,,,,,,
C42993,CENTAUR,$67 ,$19 ,$79 ,$40 ,$173 ,3,29,4,136,0,Others,3,4,25-35,1,0,2,31,0.7,1,primary,,,,,,,,
C42994,ODYSSEY,$10 ,$16 ,$25 ,$49 ,$175 ,0,25,0,43,1,Others,3,4,55+,0,1,2,32,0.5,1,primary,,,,9,9,,,
C42995,COSMOS,$153 ,$18 ,$196 ,$40 ,$207 ,8,2,9,14,0,Others,3,3,35-45,1,1,0,48,0.6,2,primary,6,,1,,7,,,
C42996,ODYSSEY,$319 ,$25 ,$36 ,$81 ,$308 ,3,19,1,139,5,Others,3,2,35-45,1,0,4,35,0.9,3,primary,11,,,,12,1,,
C42997,CENTAUR,$365 ,$15 ,$95 ,$133 ,$433 ,8,0,4,108,4,Others,3,3,45-55,0,1,4,22,0.7,1,primary,25,,1,35,60,15,,
C42998,ODYSSEY,$298 ,$40 ,$156 ,$422 ,$265 ,1,18,6,111,3,Others,3,4,18-24,0,0,3,38,0.6,4,primary,4,,,4,16,8,,
C42999,CENTAUR,$10 ,$28 ,$51 ,$82 ,$223 ,0,34,3,87,7,Others,3,3,45-55,0,1,0,35,0.9,3,primary,4,,,,13,9,,
C43000,COSMOS,$10 ,$15 ,$25 ,$52 ,$104 ,0,1,0,6,1,Others,3,4,25-35,0,1,5,41,0.5,1,primary,,,,1,3,2,,
C43001,TOKUGAWA,"$1,840 ",$75 ,$634 ,$166 ,$299 ,23,166,49,114,10,Others,3,2,18-24,1,0,1,1,0.8,1,primary,,,,,,,,
C43002,COSMOS,$10 ,$28 ,$40 ,$351 ,$359 ,0,20,2,38,1,Others,3,4,25-35,0,0,3,37,0.5,4,primary,,,,8,8,,,
C43003,CENTAUR,$299 ,$27 ,$75 ,$49 ,$189 ,6,23,3,74,1,Others,3,2,25-35,0,0,4,25,0.4,4,MBA,3,,,,3,,,
C43004,COSMOS,$10 ,$16 ,$34 ,$52 ,$101 ,0,4,3,2,3,Others,3,3,45-55,1,0,1,44,0.9,5,primary,3,,1,3,17,10,,
C43005,CENTAUR,$81 ,$36 ,$25 ,$227 ,$362 ,4,31,0,97,15,Others,3,3,35-45,1,1,0,29,0.8,4,primary,,,,1,9,8,,
C43006,ODYSSEY,$10 ,$21 ,$25 ,$120 ,$116 ,0,13,0,19,13,Others,3,2,35-45,0,1,5,14,0.7,3,primary,,,,1,4,3,,
C43007,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,3,3,35-45,1,0,2,48,0.3,3,primary,1,,,5,12,6,,
C43008,CENTAUR,$10 ,$24 ,$50 ,$232 ,$578 ,0,15,2,354,15,Others,3,5,25-35,1,1,1,17,0.8,3,primary,,,,,13,13,,
C43009,COSMOS,$17 ,$28 ,$88 ,$79 ,$370 ,2,38,6,210,4,Others,3,5,35-45,1,0,3,35,0.2,4,primary,2,,,4,18,12,,
C43010,CENTAUR,$96 ,$19 ,$25 ,$56 ,$229 ,1,20,0,118,1,Others,3,2,45-55,0,1,4,40,0.9,4,primary,,,,,,,,
C43011,CENTAUR,$244 ,$50 ,$243 ,$779 ,$457 ,12,139,18,206,38,Others,3,2,45-55,1,1,4,20,0.4,3,primary,,,,,4,4,,
C43012,ODYSSEY,$74 ,$16 ,$25 ,$40 ,$114 ,3,2,0,20,0,Others,3,5,45-55,0,0,1,14,0.7,2,primary,,,,6,8,2,,
C43013,ODYSSEY,$38 ,$20 ,$138 ,$40 ,$180 ,1,23,3,75,0,Others,3,3,18-24,0,0,1,16,0.1,3,MBA,2,,,2,8,4,,
C43014,COSMOS,$77 ,$21 ,$37 ,$40 ,$115 ,1,2,1,13,0,Others,3,5,25-35,1,1,2,11,0.7,3,primary,,,,,3,3,,
C43015,CENTAUR,$17 ,$22 ,$146 ,$194 ,$359 ,2,16,4,248,8,Others,3,3,25-35,1,0,1,12,0.7,1,MBA,2,,,,4,2,,
C43016,CENTAUR,$10 ,$15 ,$28 ,$40 ,$100 ,0,0,1,0,0,Others,3,3,35-45,0,1,2,42,0.6,4,primary,1,,,,1,,,
C43017,CENTAUR,$13 ,$41 ,$70 ,$589 ,$636 ,1,59,7,263,30,Others,3,4,25-35,0,0,4,47,0.5,4,MBA,1,,,1,10,8,,
C43018,CENTAUR,$825 ,$44 ,$225 ,$858 ,"$1,390 ",15,154,14,694,34,Others,3,2,35-45,1,1,3,12,0.8,4,primary,,,,2,4,2,,
C43019,ODYSSEY,$297 ,$22 ,$98 ,$433 ,$489 ,2,16,7,124,8,Others,3,3,45-55,0,1,0,8,0.9,4,primary,,,,,,,,
C43020,EBONY,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,3,2,25-35,1,1,0,5,0.3,4,primary,6,,,11,34,17,,
C43021,EBONY,$10 ,$16 ,$25 ,$43 ,$100 ,0,1,0,0,1,Others,3,5,25-35,0,1,2,17,0.3,1,primary,,,,1,4,3,,
C43022,CENTAUR,$10 ,$17 ,$25 ,$40 ,$528 ,0,1,0,7,0,Others,3,3,18-24,1,0,3,16,0.3,3,primary,3,,,1,4,,,
C43023,CENTAUR,$921 ,$28 ,$131 ,$109 ,$251 ,11,49,10,136,13,Others,3,3,35-45,0,1,4,7,0.3,1,primary,2,,,,2,,,
C43024,ODYSSEY,$195 ,$17 ,$119 ,$40 ,$124 ,11,1,7,15,0,Others,3,3,55+,1,1,1,41,1,3,MBA,,2,,,11,9,,
C43025,ODYSSEY,$10 ,$23 ,$40 ,$44 ,$160 ,0,24,1,25,1,Others,3,5,45-55,0,0,4,11,0.6,3,primary,,,,,1,1,,
C43026,COSMOS,$10 ,$41 ,$25 ,$40 ,$372 ,0,185,1,163,0,Others,3,2,45-55,0,1,1,23,0.5,5,primary,8,12,1,2,27,4,,
C43027,ODYSSEY,$398 ,$51 ,$608 ,$350 ,$920 ,22,98,5,485,19,Others,3,2,35-45,0,0,1,16,0.3,4,primary,,2,,2,23,19,,
C43028,ODYSSEY,$10 ,$20 ,$25 ,$754 ,$501 ,0,22,0,106,70,Others,3,2,25-35,1,0,5,9,0.2,3,primary,25,,,29,38,9,,
C43029,ODYSSEY,"$1,449 ",$62 ,$780 ,$99 ,$132 ,27,135,45,33,4,Others,3,2,35-45,1,0,4,32,1,3,primary,,,,3,8,5,,
C43030,CENTAUR,$10 ,$41 ,$220 ,$238 ,$243 ,0,112,11,193,19,Others,3,3,45-55,1,1,0,35,0.6,4,primary,,,,2,7,5,,
C43031,COSMOS,$10 ,$31 ,$25 ,$53 ,$245 ,0,37,0,42,2,Others,3,2,45-55,1,1,4,29,1,5,primary,,,,,,,,
C43032,CENTAUR,$202 ,$16 ,$62 ,$48 ,$107 ,8,3,2,11,2,Others,3,2,25-35,1,1,3,21,0.2,3,primary,3,,,2,5,,,
C43033,CENTAUR,$10 ,$42 ,$277 ,$75 ,$471 ,0,92,10,112,7,Others,3,4,45-55,1,1,1,44,0.5,3,primary,,,,,1,1,,
C43034,CENTAUR,$171 ,$29 ,$25 ,$48 ,$419 ,2,33,0,54,1,Others,3,1,45-55,1,0,5,47,0.3,4,primary,2,,,1,3,,,
C43035,ODYSSEY,"$3,647 ",$17 ,$143 ,$40 ,$113 ,17,7,3,9,0,Others,3,4,18-24,0,0,3,36,0.5,4,MBA,9,,2,,11,,,
C43036,COSMOS,$10 ,$22 ,$25 ,$40 ,$151 ,0,25,0,24,0,Others,3,2,25-35,0,1,0,40,0.9,1,MBA,,,,2,4,2,,
C43037,ODYSSEY,"$1,960 ",$62 ,$339 ,$96 ,$336 ,33,92,23,106,5,Others,3,3,25-35,0,1,1,31,1,2,primary,,,1,3,8,4,,
C43038,COSMOS,$10 ,$16 ,$25 ,$40 ,$115 ,0,5,0,18,0,Others,3,4,25-35,0,0,1,21,0.2,1,primary,,,,2,4,2,,
C43039,ODYSSEY,$619 ,$30 ,$166 ,$172 ,$323 ,22,41,9,138,7,Others,3,5,35-45,0,1,1,9,0.2,2,primary,2,,,1,12,9,,
C43040,EBONY,$58 ,$15 ,$67 ,$40 ,$102 ,1,0,2,8,0,Others,3,2,25-35,1,1,2,17,0.4,2,primary,1,,,,1,,,
C43041,ODYSSEY,$856 ,$35 ,$163 ,$105 ,$496 ,36,36,10,86,2,Others,3,5,35-45,0,1,0,29,0.7,1,primary,5,,,,5,,,
C43042,COSMOS,$117 ,$15 ,$25 ,$40 ,$100 ,1,0,0,0,0,Others,3,4,35-45,1,1,0,7,0.8,3,primary,,,,2,4,2,,
C43043,COSMOS,$10 ,$19 ,$25 ,$47 ,$203 ,0,32,0,100,3,Others,3,4,45-55,1,0,4,28,0.2,1,primary,,,,2,2,,,
C43044,COSMOS,$626 ,$64 ,$459 ,"$1,733 ","$2,238 ",15,103,12,311,27,Others,3,1,55+,1,0,1,46,0.3,3,MBA,1,,,2,7,4,,
C43045,ODYSSEY,$70 ,$21 ,$65 ,$83 ,$215 ,3,15,2,102,3,Others,3,3,25-35,0,1,3,37,0.5,2,primary,,,,2,12,10,,
C43046,CENTAUR,$274 ,$19 ,$26 ,$220 ,$504 ,12,13,2,270,32,Others,3,3,18-24,0,1,1,22,0.5,4,primary,1,,,,1,,,
C43047,ODYSSEY,$10 ,$15 ,$25 ,$660 ,$111 ,0,1,0,23,8,Others,3,3,25-35,0,0,1,22,0.6,4,MBA,,,,1,3,2,,
C43048,ODYSSEY,"$1,429 ",$25 ,$104 ,$40 ,$199 ,18,14,4,7,0,Others,3,4,35-45,1,0,2,20,0.4,2,MBA,2,,,7,12,3,,
C43049,EBONY,$189 ,$40 ,$336 ,$105 ,$262 ,15,54,19,73,4,Others,3,5,25-35,1,1,5,18,0.9,2,primary,1,,,5,13,7,,
C43050,COSMOS,$789 ,$25 ,$39 ,$123 ,$174 ,20,19,3,70,11,Others,3,3,45-55,0,0,1,29,0.6,3,primary,4,,,,4,,,
C43051,ODYSSEY,$302 ,$23 ,$104 ,$382 ,$329 ,3,14,11,148,29,Others,3,3,25-35,0,1,3,23,0.5,2,primary,4,,,,4,,,
C43052,CENTAUR,$374 ,$59 ,$221 ,$173 ,$243 ,7,158,3,156,24,Others,3,3,18-24,0,0,4,24,0.7,4,primary,1,,,,1,,,
C43053,CENTAUR,$10 ,$26 ,$27 ,$297 ,$264 ,0,12,1,40,10,Others,3,1,55+,1,1,4,23,0.4,4,primary,2,,,,2,,,
C43054,TOKUGAWA,"$1,078 ",$25 ,$57 ,$102 ,$400 ,29,15,3,137,8,Others,3,2,25-35,0,0,4,2,1,4,primary,1,,,,1,,,
C43055,ODYSSEY,"$1,613 ",$18 ,$272 ,$48 ,$133 ,30,24,8,57,1,Others,3,3,35-45,1,0,0,22,0.2,4,primary,5,2,,6,16,3,,
C43056,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Others,3,2,35-45,1,0,1,48,0.2,4,primary,,,,1,3,2,,
C43057,EBONY,$10 ,$16 ,$90 ,$40 ,$147 ,0,2,10,45,0,Others,3,4,45-55,0,1,4,41,0.4,4,primary,1,,,6,24,17,,
C43058,ODYSSEY,"$1,201 ",$99 ,$319 ,$72 ,$307 ,29,63,20,63,1,Others,3,2,18-24,1,0,3,14,0.5,3,MBA,7,,,2,9,,,
C43059,CENTAUR,$10 ,$33 ,$64 ,$40 ,$379 ,0,173,1,227,0,Others,3,4,35-45,1,0,2,32,0.4,4,primary,,,,,,,,
C43060,ODYSSEY,$10 ,$49 ,$91 ,$51 ,$267 ,0,82,6,118,1,Others,3,3,25-35,1,0,2,46,0.2,4,primary,7,,3,,10,,,
C43061,ODYSSEY,$516 ,$93 ,$564 ,$40 ,$357 ,16,51,10,74,0,Others,3,4,45-55,1,0,1,8,0.4,1,primary,,,,3,4,1,,
C43062,COSMOS,$10 ,$25 ,$25 ,$84 ,$227 ,0,45,0,118,10,Others,3,2,55+,0,0,3,28,0.2,5,MBA,,10,,16,36,10,,
C43063,TOKUGAWA,$10 ,$16 ,$25 ,"$2,200 ",$876 ,0,1,0,67,9,Others,3,4,45-55,1,0,5,35,0.7,4,primary,25,,,,28,28,,
C43064,ODYSSEY,$59 ,$17 ,$25 ,$40 ,$178 ,2,3,0,44,0,Others,3,2,45-55,0,1,0,45,0.6,4,MBA,1,,,1,2,,,
C43065,CENTAUR,$276 ,$15 ,$25 ,$173 ,$111 ,8,1,0,7,1,Others,3,4,45-55,1,1,2,44,0.6,4,primary,9,,,,9,,,
C43066,CENTAUR,"$1,370 ",$28 ,$66 ,$105 ,$559 ,24,31,3,703,4,Others,3,3,45-55,0,1,0,16,0.7,2,primary,3,,1,,4,,,
C43067,EBONY,$10 ,$23 ,$89 ,$40 ,$195 ,0,45,4,130,0,Others,3,5,45-55,1,1,2,49,0.7,1,MBA,,,,8,16,8,,
C43068,CENTAUR,$22 ,$44 ,$44 ,$537 ,$343 ,3,147,2,312,49,Others,3,5,35-45,0,1,4,15,0.1,1,primary,,,,,3,3,,
C43069,TOKUGAWA,$97 ,$31 ,$25 ,$101 ,$729 ,5,33,0,161,6,Others,3,4,45-55,1,1,1,29,0.7,2,primary,1,,,,1,,,
C43070,COSMOS,$10 ,$22 ,$39 ,$235 ,$176 ,0,29,1,66,20,Others,3,2,45-55,1,1,3,5,0.8,2,primary,,,,10,16,6,,
C43071,EBONY,$10 ,$16 ,$25 ,$40 ,$136 ,0,2,0,40,0,Others,3,2,55+,0,1,0,29,0.6,4,primary,,,,6,13,7,,
C43072,CENTAUR,$308 ,$17 ,$54 ,$40 ,$381 ,14,8,2,62,0,Others,3,3,35-45,1,0,3,3,0.5,1,primary,8,,,,8,,,
C43073,COSMOS,$10 ,$15 ,$25 ,$46 ,$104 ,0,0,0,3,1,Others,3,2,55+,0,0,4,34,0.2,1,primary,,,,4,12,8,,
C43074,TOKUGAWA,$945 ,$47 ,$79 ,$178 ,$357 ,32,65,2,103,4,Others,3,3,25-35,1,0,3,31,0.7,4,primary,6,,,,6,,,
C43075,CENTAUR,$244 ,$25 ,$99 ,$82 ,"$1,134 ",11,10,6,238,4,Others,3,4,35-45,0,1,3,16,0.5,2,primary,1,,,,2,1,,
C43076,CENTAUR,$62 ,$16 ,$25 ,$102 ,$173 ,1,9,0,55,6,Others,3,2,45-55,1,0,4,39,0.3,1,primary,5,,,,5,,,
C43077,TOKUGAWA,$10 ,$215 ,$881 ,$95 ,$389 ,0,26,12,42,7,Others,3,3,55+,1,1,1,27,0.6,5,MBA,4,,6,4,23,9,,
C43078,ODYSSEY,$10 ,$28 ,$31 ,$61 ,$326 ,0,29,4,135,4,Others,3,3,25-35,1,0,3,6,0.7,3,primary,,,,4,16,12,,
C43079,CENTAUR,$10 ,$16 ,$40 ,$40 ,$142 ,0,4,3,38,0,Others,3,4,18-24,0,1,2,40,0.1,2,primary,1,,,3,6,2,,
C43080,CENTAUR,$465 ,$110 ,$42 ,$172 ,$307 ,2,346,7,397,2,Others,3,5,45-55,0,0,2,3,0.3,3,primary,4,,,,5,1,,
C43081,CENTAUR,$210 ,$37 ,$324 ,$40 ,$202 ,4,34,5,30,0,Others,3,5,35-45,0,1,0,43,0.5,2,MBA,,,,,1,1,,
C43082,TOKUGAWA,"$1,103 ",$92 ,"$1,118 ",$128 ,"$1,346 ",18,263,12,546,3,Others,3,4,45-55,0,1,2,10,0.1,2,primary,13,,5,,18,,,
C43083,CENTAUR,"$1,763 ",$97 ,"$1,335 ",$40 ,$490 ,3,2,19,38,0,Others,3,5,18-24,0,0,4,25,0.6,4,primary,2,,,,3,1,,
C43084,TOKUGAWA,$157 ,$15 ,$85 ,$76 ,$195 ,2,0,3,17,2,Others,3,3,25-35,1,0,3,22,0.7,5,primary,8,,,2,10,,,
C43085,CENTAUR,$889 ,$41 ,$66 ,$282 ,$875 ,23,126,9,225,23,Others,3,3,45-55,0,1,1,7,0.2,4,primary,11,,,,11,,,
C43086,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Others,3,2,25-35,1,1,2,21,0.3,3,primary,2,,,1,5,2,,
C43087,COSMOS,$107 ,$55 ,$25 ,$632 ,$254 ,1,92,0,74,39,Others,3,2,45-55,0,1,2,40,0.4,3,primary,4,2,1,5,13,1,,
C43088,CENTAUR,$90 ,$18 ,$25 ,$93 ,$242 ,1,13,0,100,4,Others,3,1,25-35,0,0,1,4,1,4,primary,3,,,,3,,,
C43089,COSMOS,$407 ,$17 ,$30 ,$65 ,$120 ,23,2,1,25,3,Others,3,3,55+,1,1,4,43,0.4,4,primary,,,,4,10,6,,
C43090,ODYSSEY,$164 ,$15 ,$36 ,$141 ,$111 ,2,1,3,5,4,Others,3,4,45-55,0,0,4,11,0.6,4,MBA,,,,2,12,10,,
C43091,CENTAUR,$107 ,$49 ,$392 ,$94 ,$631 ,5,68,6,224,2,Others,3,1,25-35,0,1,4,23,0.5,2,primary,4,,,,4,,,
C43092,TOKUGAWA,$164 ,$21 ,$36 ,$106 ,$382 ,1,12,2,85,2,Others,3,1,35-45,1,1,0,3,0.5,4,primary,1,,,,1,,,
C43093,ODYSSEY,$473 ,$55 ,$55 ,$199 ,$266 ,3,211,3,136,13,Others,3,2,45-55,0,1,3,15,0.3,2,primary,17,,,1,18,,,
C43094,CENTAUR,$243 ,$40 ,$847 ,$357 ,"$1,041 ",9,34,30,125,2,Others,3,4,18-24,1,1,1,42,0.6,1,primary,1,,,,1,,,
C43095,COSMOS,$13 ,$41 ,$185 ,$77 ,$173 ,5,38,11,14,2,Others,3,4,45-55,1,1,3,12,1,3,primary,,,,,9,9,,
C43096,TOKUGAWA,$337 ,$30 ,$59 ,$49 ,$293 ,17,56,5,84,1,Others,3,5,18-24,1,1,1,18,0.1,3,MBA,16,,,,16,,,
C43097,EBONY,$14 ,$26 ,$41 ,$42 ,$153 ,1,19,2,70,1,Others,3,3,25-35,0,1,4,10,0.5,1,primary,2,,,2,4,,,
C43098,CENTAUR,$113 ,$17 ,$130 ,$40 ,$109 ,4,4,5,8,0,Others,3,1,45-55,0,1,4,36,0.5,2,MBA,,,,2,7,5,,
C43099,CENTAUR,$10 ,$33 ,$29 ,$45 ,$225 ,7,33,3,66,1,Others,3,4,45-55,1,1,0,31,0.8,5,primary,1,,,8,12,3,,
C43100,CENTAUR,$515 ,$15 ,$25 ,$40 ,$129 ,7,0,0,7,0,Others,3,4,55+,0,0,2,12,0.6,2,primary,,,,,2,2,,
C43101,TOKUGAWA,$17 ,$48 ,$154 ,$60 ,$260 ,4,112,8,206,4,Others,3,2,35-45,0,1,4,41,0.9,5,primary,5,,1,,6,,,
C43102,TOKUGAWA,$906 ,$28 ,$33 ,$100 ,$274 ,4,43,1,183,10,Others,3,3,18-24,1,1,5,17,0.3,5,primary,,,,,,,,
C43103,ODYSSEY,$333 ,$34 ,$207 ,$140 ,$253 ,7,9,3,13,1,Others,3,2,55+,1,0,3,42,0.2,2,primary,,,,,,,,
C43104,COSMOS,$10 ,$16 ,$25 ,$49 ,$212 ,0,2,0,42,1,Others,3,1,45-55,1,1,2,6,0.2,4,primary,,,,5,12,7,,
C43105,COSMOS,$10 ,$15 ,$25 ,$74 ,$107 ,0,2,0,9,4,Others,3,3,45-55,1,1,2,10,0.7,3,primary,,,,1,3,2,,
C43106,ODYSSEY,$189 ,$80 ,$276 ,$70 ,$280 ,6,53,19,45,1,Others,3,1,55+,1,0,4,32,0.7,2,primary,2,,,,2,,,
C43107,EBONY,$10 ,$33 ,$25 ,$76 ,$193 ,0,53,0,34,1,Others,3,2,35-45,1,0,0,29,0.8,3,primary,,,,1,15,14,,
C43108,COSMOS,$10 ,$115 ,$182 ,$453 ,"$2,008 ",0,312,10,623,58,Others,3,1,45-55,0,1,3,45,0.5,1,MBA,,,,3,5,2,,
C43109,ODYSSEY,$138 ,$16 ,$25 ,$40 ,$125 ,2,1,0,14,0,Others,3,4,25-35,1,1,2,30,0.7,1,primary,,,,9,15,6,,
C43110,ODYSSEY,$21 ,$15 ,$190 ,$67 ,$134 ,3,0,13,24,1,Others,3,2,25-35,1,0,1,20,0.4,3,primary,1,,,1,2,,,
C43111,CENTAUR,$257 ,$22 ,$65 ,$74 ,$195 ,16,17,4,87,6,Others,3,1,25-35,0,0,3,14,0.6,3,primary,3,,1,1,6,1,,
C43112,EBONY,$10 ,$15 ,$25 ,$40 ,$132 ,0,0,0,22,0,Others,3,1,45-55,0,0,4,49,0.5,3,primary,,,,6,10,4,,
C43113,COSMOS,$96 ,$34 ,$55 ,$170 ,$260 ,2,28,2,99,7,Others,3,5,35-45,1,0,4,44,0.6,1,MBA,1,,,19,27,7,,
C43114,ODYSSEY,"$1,400 ",$26 ,$165 ,$103 ,"$1,386 ",14,16,3,55,2,Others,3,4,55+,0,0,3,7,0.8,3,primary,,,,,4,4,,
C43115,CENTAUR,$350 ,$75 ,$41 ,$158 ,$374 ,6,136,3,178,5,Others,3,4,55+,0,1,2,33,0.4,2,MBA,3,,,,3,,,
C43116,COSMOS,$10 ,$33 ,$65 ,$52 ,$451 ,0,43,2,117,2,Others,3,5,35-45,0,0,1,21,0.6,3,primary,,,,1,5,4,,
C43117,CENTAUR,$158 ,$99 ,$625 ,$106 ,$797 ,4,92,15,240,5,Others,3,1,45-55,0,0,2,40,0.8,1,primary,,,,,,,,
C43118,ODYSSEY,$88 ,$45 ,$185 ,$474 ,"$1,761 ",1,190,4,508,12,Others,3,1,35-45,1,1,4,32,0.1,3,primary,,,,,2,2,,
C43119,ODYSSEY,$10 ,$19 ,$25 ,$97 ,$297 ,0,12,0,147,7,Others,3,4,45-55,0,0,1,9,0.4,4,primary,,,,,1,1,,
C43120,CENTAUR,$184 ,$15 ,$25 ,$44 ,$154 ,2,0,0,56,1,Others,3,4,18-24,1,1,4,5,0.4,4,primary,5,,1,,6,,,
C43121,COSMOS,$10 ,$18 ,$48 ,$124 ,$159 ,0,3,2,35,5,Others,3,1,18-24,0,0,1,5,0.7,4,primary,,,,,1,1,,
C43122,CENTAUR,$986 ,$20 ,$136 ,$217 ,$394 ,24,34,4,76,7,Others,3,4,18-24,1,0,5,20,0.7,2,MBA,25,,,1,32,30,,
C43123,EBONY,$10 ,$16 ,$25 ,$71 ,$125 ,0,7,0,23,3,Others,3,4,35-45,0,1,3,11,0.4,3,primary,2,,,7,14,5,,
C43124,TOKUGAWA,$408 ,$31 ,$174 ,$383 ,$315 ,2,68,8,276,8,Others,3,4,35-45,1,0,3,46,0.7,3,primary,4,,1,,5,,,
C43125,COSMOS,$10 ,$17 ,$59 ,$201 ,$182 ,0,25,3,110,13,Others,3,3,45-55,0,0,4,29,0.5,4,primary,,,,13,29,16,,
C43126,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$180 ,0,0,0,51,0,Others,3,2,35-45,1,0,4,32,0.2,1,MBA,25,2,,33,60,24,,
C43127,TOKUGAWA,$499 ,$35 ,$92 ,$115 ,$252 ,10,15,3,34,3,Others,3,1,55+,0,0,4,45,0.2,2,MBA,8,,,,8,,,
C43128,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Others,3,3,18-24,0,1,4,24,0.9,4,primary,,,,4,11,7,,
C43129,CENTAUR,$694 ,$41 ,$25 ,$40 ,$190 ,5,36,0,54,0,Others,3,3,45-55,0,0,1,19,0.8,4,primary,,,,,1,1,,
C43130,CENTAUR,$194 ,$22 ,$25 ,$80 ,$197 ,7,18,0,78,3,Others,3,3,45-55,0,1,2,45,0.1,5,MBA,2,,,2,4,,,
C43131,CENTAUR,$93 ,$15 ,$25 ,$40 ,$107 ,3,0,0,10,0,Others,3,3,35-45,1,1,0,18,0.5,3,primary,1,,,,1,,,
C43132,TOKUGAWA,"$2,765 ",$29 ,$201 ,$108 ,$463 ,36,34,6,92,2,Others,3,4,45-55,0,0,2,2,0.3,4,primary,1,,,,1,,,
C43133,CENTAUR,$10 ,$17 ,$47 ,$99 ,$203 ,0,7,1,122,5,Others,3,1,45-55,1,1,1,46,1,3,MBA,8,,2,,10,,,
C43134,EBONY,$10 ,$15 ,$25 ,$59 ,$124 ,0,1,0,18,3,Others,3,2,55+,0,1,5,16,0.7,2,primary,,,,3,3,,,
C43135,CENTAUR,$11 ,$23 ,$118 ,$40 ,$352 ,2,13,5,40,0,Others,3,4,35-45,1,1,4,7,0.7,3,primary,18,,5,,23,,,
C43136,COSMOS,$924 ,$61 ,$43 ,$150 ,$795 ,12,85,3,140,2,Others,3,4,45-55,0,0,5,43,0.2,4,MBA,1,,,15,32,16,,
C43137,ODYSSEY,$123 ,$26 ,$105 ,$184 ,$253 ,7,8,2,27,1,Others,3,2,45-55,0,1,0,14,0.6,3,primary,,,,,6,6,,
